method,expected_return,num_rollouts,k,exp,time_minutes
PW0.8,136.56,50,0.02,0.8,17.033232426643373
PW0.9,133.44,50,0.02,0.9,17.381573510169982
PW1,134.39,50,0.02,1.0,16.55518743197123
AR,148.07,50,0.1,0.1,18.675186343987782
PW0.8,139.05,100,0.02,0.8,15.483231397469838
PW0.9,142.56,100,0.02,0.9,15.438822011152903
PW1,142.4,100,0.02,1.0,15.582074312369029
AR,167.99,100,0.1,0.1,19.342949306964876
PW0.8,144.52,200,0.02,0.8,18.893087736765544
PW0.9,143.54,200,0.02,0.9,22.919415704409282
PW1,144.0,200,0.02,1.0,25.604605082670847
AR,170.0,200,0.1,0.1,38.06943600972493
PW0.8,155.1,500,0.02,0.8,26.355376219749452
PW0.9,158.39,500,0.02,0.9,32.36621508598328
PW1,162.69,500,0.02,1.0,51.287419331073764
AR,170.0,500,0.1,0.1,916.8403606295585
PW0.8,162.18,1000,0.02,0.8,34.898848764101665
PW0.9,166.66,1000,0.02,0.9,47.99773421684901
PW1,167.6,1000,0.02,1.0,96.520865046978
AR,170.0,1000,0.1,0.1,91.19123255411783
PW0.8,137.17,10,0.02,0.8,16.46631275812785
PW0.9,136.81,10,0.02,0.9,16.237559680143992
PW1,137.38,10,0.02,1.0,18.10381571451823
AR,139.81,10,0.1,0.1,20.617944920063017
PW0.8,138.25,20,0.02,0.8,17.263841315110525
PW0.9,138.37,20,0.02,0.9,16.311616627375283
PW1,138.17,20,0.02,1.0,16.302984658877055
AR,141.09,20,0.1,0.1,18.413647814591727
PW0.8,132.68,50,0.02,0.8,16.405315490563712
PW0.9,135.26,50,0.02,0.9,16.469061466058097
PW1,135.39,50,0.02,1.0,16.47906866868337
AR,148.21,50,0.1,0.1,19.479603278636933
PW0.8,140.51,100,0.02,0.8,16.961786965529125
PW0.9,142.45,100,0.02,0.9,16.568671266237896
PW1,142.31,100,0.02,1.0,16.695869799455007
AR,167.66,100,0.1,0.1,20.526507023970286
PW0.8,142.53,200,0.02,0.8,17.007519706090292
PW0.9,143.6,200,0.02,0.9,20.143252484003703
PW1,144.66,200,0.02,1.0,22.20734800895055
AR,170.0,200,0.1,0.1,23.27862528562546
PW0.8,156.55,500,0.02,0.8,24.574465481440225
PW0.9,158.09,500,0.02,0.9,29.119824993610383
PW1,162.43,500,0.02,1.0,47.86080263853073
AR,170.0,500,0.1,0.1,39.2282661318779
PW0.8,162.36,1000,0.02,0.8,33.52947991689046
PW0.9,167.3,1000,0.02,0.9,48.20860120455424
PW0.8,137.59,10,0.02,0.8,16.196061126391093
PW0.9,138.13,10,0.02,0.9,27.290630722045897
PW1,138.11,10,0.02,1.0,39.37891356150309
AR,140.61,10,0.1,0.1,20.18736525774002
PW0.8,138.47,20,0.02,0.8,15.67433184782664
PW0.9,137.62,20,0.02,0.9,16.499662307898202
PW1,137.31,20,0.02,1.0,16.815300504366558
AR,140.72,20,0.1,0.1,18.58697078625361
PW0.8,133.86,50,0.02,0.8,15.746002594629925
PW0.9,135.82,50,0.02,0.9,16.147078863779704
PW1,134.81,50,0.02,1.0,16.143085336685182
AR,148.11,50,0.1,0.1,18.02189338604609
PW0.8,140.72,100,0.02,0.8,14.174038565158844
PW0.9,141.72,100,0.02,0.9,14.095961932341256
PW1,142.02,100,0.02,1.0,13.8828133503596
AR,167.69,100,0.1,0.1,17.211000196139018
PW0.8,144.73,200,0.02,0.8,14.334875496228536
PW0.9,147.57,200,0.02,0.9,16.922321967283885
PW1,146.42,200,0.02,1.0,18.637374885876973
AR,170.0,200,0.1,0.1,21.078352042039235
PW0.8,156.11,500,0.02,0.8,23.93085404634476
PW0.9,159.46,500,0.02,0.9,28.551209966341656
PW1,163.43,500,0.02,1.0,39.34063300689061
AR,170.0,500,0.1,0.1,30.66627022027969
PW0.8,164.03,1000,0.02,0.8,28.30230093797048
PW0.9,166.6,1000,0.02,0.9,706.7188109954199
PW1,167.8,1000,0.02,1.0,71.95156476895015
AR,170.0,1000,0.1,0.1,71.99942684570948
PW0.8,137.59,10,0.02,0.8,14.25405786037445
PW0.9,137.49,10,0.02,0.9,14.08016442457835
PW1,137.65,10,0.02,1.0,14.028822020689647
AR,140.64,10,0.1,0.1,14.927689707279203
PW0.8,137.15,20,0.02,0.8,31.079568247000378
PW0.9,139.19,20,0.02,0.9,29.52410018046697
PW1,137.68,20,0.02,1.0,14.322068540255229
AR,141.21,20,0.1,0.1,16.182685172557832
PW0.8,135.49,50,0.02,0.8,14.577643728256223
PW0.9,137.72,50,0.02,0.9,14.598223646481832
PW1,135.49,50,0.02,1.0,14.542843890190124
AR,147.26,50,0.1,0.1,18.020777825514475
PW0.8,145.42,100,0.02,0.8,17.663656838734944
PW0.9,142.56,100,0.02,0.9,37.126753171285
PW1,141.05,100,0.02,1.0,40.33949293295542
